Date,player_name,Reason
2023-12-11,Mark Williams,placed on IL with bruised lower back (out for season)
2023-12-11,Jalen Hood-Schifino,placed on IL with lower back spasms
2023-12-11,Tim Hardaway Jr.,placed on IL with back spasms
2023-12-11,Dennis Smith Jr.,placed on IL with bruised back
2023-12-11,Lonnie Walker IV,placed on IL with strained left hamstring
2023-12-11,Charles Bassey,placed on IL with torn ACL in left knee (out for season)
2023-12-11,Nassir Little,placed on IL with concussion
2023-12-11,Luguentz Dort,placed on IL with sprained left ankle
2023-12-11,Anthony Edwards,placed on IL with right hip pointer
2023-12-11,Daniel Gafford,placed on IL with bruised right hip
2023-12-12,Jordan Clarkson,placed on IL with bruised right thigh
2023-12-12,Mitchell Robinson,placed on IL with surgery on left ankle
2023-12-12,Derrick Jones Jr.,placed on IL with bruised left quadriceps
2023-12-12,Jamal Murray,placed on IL with sprained ankle
2023-12-12,Otto Porter Jr.,placed on IL with bruised left foot
2023-12-12,Eugene Omoruyi,placed on IL with concussion
2023-12-13,Josh Richardson,placed on IL with various injuries
2023-12-13,Zion Williamson,placed on IL with sprained left ankle
2023-12-13,Eric Gordon,placed on IL with sore right calf
2023-12-13,Josh Okogie,placed on IL with right hip injury
2023-12-14,Paul George,placed on IL with sore left hip
2023-12-14,Keyonte George,placed on IL with sore left foot
2023-12-14,Lauri Markkanen,placed on IL with strained left hamstring
2023-12-15,Darius Garland,placed on IL with fractured jaw
2023-12-15,Luke Kornet,placed on IL with left adductor injury
2023-12-15,P.J. Washington,placed on IL with left shoulder injury
2023-12-16,Khris Middleton,placed on IL with right knee injury
2023-12-16,Nah'Shon Hyland,placed on IL with sore right knee
2023-12-16,Clint Capela,placed on IL with sore left knee
2023-12-16,Gordon Hayward,placed on IL with stomach virus
2023-12-16,De'Aaron Fox,placed on IL with right shoulder injury
2023-12-16,Tyrese Haliburton,placed on IL with bruised left knee
2023-12-17,TyTy Washington Jr.,placed on IL with sprained right ankle
2023-12-17,Derrick Rose,placed on IL with strained left hamstring
2023-12-17,Kyle Lowry,placed on IL with general soreness
2023-12-17,Dereck Lively II,placed on IL with sprained left ankle
2023-12-18,Victor Wembanyama,placed on IL with sore right ankle
2023-12-19,Nicolas Batum,placed on IL with right hamstring injury
2023-12-19,Onuralp Bitim,placed on IL with nasal fracture
2023-12-19,Jimmy Butler,placed on IL with strained left calf
2023-12-20,Shaedon Sharpe,placed on IL with right adductor injury
2023-12-20,Jayson Tatum,placed on IL with sprained left ankle
2023-12-20,Jericho Sims,placed on IL with sprained right ankle
2023-12-20,Joe Ingles,placed on IL with sprained left ankle
2023-12-20,Tari Eason,placed on IL with sore left leg
2023-12-21,Kawhi Leonard,placed on IL with bruised left hip
2023-12-21,Lauri Markkanen,placed on IL with left hamstring injury
2023-12-21,Talen Horton-Tucker,placed on IL with sore left foot
2023-12-21,Gabe Vincent,placed on IL with left knee injury
2023-12-21,LeBron James,placed on IL with left ankle injury
2023-12-21,Jalen Suggs,placed on IL with sprained left wrist
2023-12-21,Dante Exum,placed on IL with bruised left lower leg
2023-12-21,Luka Doncic,placed on IL with quadriceps injury
2023-12-21,Jalen Smith,placed on IL with various injuries
2023-12-22,Kristaps Porzingis,placed on IL with sprained left ankle
2023-12-22,De'Andre Hunter,placed on IL with sore right knee
2023-12-22,Josh Giddey,placed on IL with sprained left ankle
2023-12-22,Karl-Anthony Towns,placed on IL with sore left knee
2023-12-23,Sviatoslav Mykhailiuk,placed on IL with bruised left heel
2023-12-23,Malik Monk,placed on IL with right foot injury
2023-12-23,Cody Zeller,placed on IL with sprained right ankle
2023-12-24,Joel Embiid,placed on IL with sprained right ankle
2023-12-25,Josh Richardson,placed on IL with back spasms
2023-12-26,Deandre Ayton,placed on IL with right knee tendinitis
2023-12-26,Nikola Vucevic,placed on IL with strained left adductor
2023-12-26,Brandon Miller,placed on IL with sprained right ankle
2023-12-26,Jonathan Isaac,placed on IL with strained right hamstring
2023-12-26,Bruce Brown,placed on IL with bruised right knee
2023-12-27,Gordon Hayward,placed on IL with strained left calf
2023-12-27,Gary Harris,placed on IL with strained right calf
2023-12-27,Cameron Johnson,placed on IL with right knee injury
2023-12-27,Dorian Finney-Smith,placed on IL with sore left knee
2023-12-27,Nicolas Claxton,placed on IL with left ankle injury
2023-12-27,Aaron Gordon,placed on IL with various injuries
2023-12-27,Isaiah Stewart,placed on IL with sprained right big toe
2023-12-27,Garrett Temple,placed on IL with sprained right ankle
2023-12-27,Dillon Brooks,placed on IL with strained right oblique
2023-12-28,Jaylen Brown,placed on IL with bruised lower back
2023-12-28,Seth Lundy,placed on IL with sprained left ankle
2023-12-28,Caleb Martin,placed on IL with sprained right ankle
2023-12-28,Kyle Lowry,placed on IL with general soreness
2023-12-28,Cam Reddish,placed on IL with left groin injury
2023-12-28,Luka Doncic,placed on IL with bruised left quadriceps
2023-12-28,Jabari Smith Jr.,placed on IL with sprained left ankle
2023-12-29,Kristaps Porzingis,placed on IL with left calf injury
2023-12-29,Josh Okogie,placed on IL with sprained right ankle
2023-12-29,Nassir Little,placed on IL with sore left knee
2023-12-29,Danilo Gallinari,placed on IL with lower back spasms
2023-12-30,Zach Collins,placed on IL with sprained right ankle
2023-12-31,Jrue Holiday,placed on IL with sprained right elbow
2023-12-31,Jimmy Butler,placed on IL with right foot injury
2023-12-31,Malachi Flynn,placed on IL with sprained right ankle
2023-12-31,Trey Murphy III,placed on IL with sore left knee
2023-12-31,Keldon Johnson,placed on IL with back spasms
2024-01-01,De'Anthony Melton,placed on IL with sore back
2024-01-01,Kevin Durant,placed on IL with right hamstring injury
2024-01-02,Robert Covington,placed on IL with right knee injury
2024-01-02,A.J. Green,placed on IL with nasal fracture
2024-01-03,Moses Brown,placed on IL with sprained left wrist
2024-01-03,Moussa Diabate,placed on IL with fractured right hand
2024-01-03,Vince Williams Jr.,placed on IL with sore left foot
2024-01-03,Cole Anthony,placed on IL with bruised quadriceps
2024-01-03,Dante Exum,placed on IL with bruised right heel
2024-01-03,Otto Porter Jr.,placed on IL with sprained right knee
2024-01-03,Tari Eason,placed on IL with sore left leg (out for season)
2024-01-03,Nassir Little,placed on IL with sore left knee
2024-01-03,Luka Garza,placed on IL with lower back spasms
2024-01-03,Gary Payton II,placed on IL with strained left hamstring
2024-01-04,Gary Harris,placed on IL with strained right calf
2024-01-04,Doug McDermott,placed on IL with right forearm injury
2024-01-05,Jabari Walker,placed on IL with sore left knee
2024-01-05,Patrick Williams,placed on IL with sore right ankle
2024-01-05,D'Angelo Russell,placed on IL with bruised tailbone
2024-01-05,Rui Hachimura,placed on IL with strained left calf
2024-01-05,Franz Wagner,placed on IL with sprained right ankle
2024-01-05,Dereck Lively II,placed on IL with sprained left ankle
2024-01-05,Grant Williams,placed on IL with sprained right ankle
2024-01-05,Luka Doncic,placed on IL with right ankle injury
2024-01-05,Julian Strawther,placed on IL with bruised right knee
2024-01-05,Andrew Nembhard,placed on IL with back injury
2024-01-05,Eric Gordon,placed on IL with sore right knee
2024-01-05,Landry Shamet,placed on IL with left hamstring injury
2024-01-06,Tobias Harris,placed on IL with sore left ankle
2024-01-06,Bruce Brown,placed on IL with bruised right knee
2024-01-06,Bol Bol,placed on IL with sprained right ankle
2024-01-06,Chris Paul,placed on IL with fractured hand
2024-01-07,Matisse Thybulle,placed on IL with sprained right foot
2024-01-07,Ja Morant,placed on IL with sore right shoulder (out for season)
2024-01-07,P.J. Washington,placed on IL with sprained right foot
2024-01-07,Trey Lyles,placed on IL with sprained right ankle
2024-01-07,Wendell Carter Jr.,placed on IL with right knee tendinitis
2024-01-07,Zion Williamson,placed on IL with bruised leg
2024-01-07,Gui Santos,placed on IL with sprained left ankle
2024-01-08,Torrey Craig,placed on IL with heel injury
2024-01-08,Jayson Tatum,placed on IL with sprained left ankle
2024-01-08,Sam Hauser,placed on IL with right shoulder impingement
2024-01-08,Cody Martin,placed on IL with strained groin
2024-01-08,Cade Cunningham,placed on IL with strained left knee
2024-01-08,Jakob Poeltl,placed on IL with sprained left ankle
2024-01-09,Derrick Rose,placed on IL with strained left hamstring
2024-01-09,Jaren Jackson Jr.,placed on IL with bruised right knee
2024-01-09,Garrison Mathews,placed on IL with sprained left ankle
2024-01-09,Tyrese Haliburton,placed on IL with strained left hamstring
2024-01-10,Joel Embiid,placed on IL with left knee injury
2024-01-10,Kristaps Porzingis,placed on IL with bruised right knee
2024-01-10,Clint Capela,placed on IL with sore right Achilles
2024-01-10,Wesley Matthews,placed on IL with sore right calf
2024-01-10,Kyle Lowry,placed on IL with sprained left hand
2024-01-10,Luka Doncic,placed on IL with sprained right ankle
2024-01-10,Sidy Cissoko,placed on IL with sprained left ankle
2024-01-10,Rudy Gobert,placed on IL with sore left hip
2024-01-10,Jarace Walker,placed on IL with respiratory infection
2024-01-11,Marcus Smart,placed on IL with right finger injury (out for season)
2024-01-11,Moses Moody,placed on IL with strained left calf
2024-01-11,Maxwell Lewis,placed on IL with sore left knee
2024-01-12,Kenneth Lofton Jr.,placed on IL with sprained left shoulder
2024-01-12,Shaedon Sharpe,placed on IL with strained right adductor
2024-01-12,Tyler Herro,placed on IL with strained right shoulder
2024-01-12,Kevin Huerter,placed on IL with sprained left ankle
2024-01-12,Bojan Bogdanovic,placed on IL with sore left calf
2024-01-13,LeBron James,placed on IL with left ankle injury
2024-01-13,Joe Ingles,placed on IL with left ankle injury
2024-01-13,Markelle Fultz,placed on IL with left knee injury
2024-01-13,Aaron Nesmith,placed on IL with shin injury
2024-01-13,Brandon Ingram,placed on IL with sore right Achilles
2024-01-13,C.J. McCollum,placed on IL with sprained right ankle
2024-01-13,Doug McDermott,placed on IL with sprained right ankle
2024-01-14,De'Anthony Melton,placed on IL with lumbar spine injury
2024-01-14,Ibou Badji,placed on IL with bruised right hip
2024-01-14,Khris Middleton,placed on IL with right knee injury
2024-01-14,Julian Phillips,placed on IL with fibula injury
2024-01-14,Cam Reddish,placed on IL with sore left knee
2024-01-14,Bol Bol,placed on IL with sore/sprained right foot
2024-01-15,Jaden Springer,placed on IL with right ankle tendinitis
2024-01-15,Mohamed Bamba,placed on IL with right knee injury
2024-01-15,Jaylen Brown,placed on IL with hyperextended right knee
2024-01-15,Desmond Bane,placed on IL with sprained left ankle
2024-01-15,Jaime Jaquez Jr.,placed on IL with strained groin
2024-01-15,Kevin Love,placed on IL with bruised left knee
2024-01-15,Derrick Jones Jr.,placed on IL with bruised right calf
2024-01-16,Ivica Zubac,placed on IL with right calf injury
2024-01-17,Giannis Antetokounmpo,placed on IL with bruised right shoulder
2024-01-17,Derrick White,placed on IL with sprained left ankle
2024-01-17,Kristaps Porzingis,placed on IL with right knee inflammation
2024-01-17,Brandon Miller,placed on IL with bruised lower back
2024-01-17,Bryce McGowens,placed on IL with left hip injury
2024-01-17,Reggie Bullock,placed on IL with sore lower back
2024-01-18,Josh Hart,placed on IL with left knee injury
2024-01-18,Dariq Whitehead,placed on IL with various injuries (out for season)
2024-01-18,Andrew Nembhard,placed on IL with back injury
2024-01-19,Zach LaVine,placed on IL with sprained right ankle
2024-01-19,Nick Richards,placed on IL with sprained right ankle
2024-01-19,Isaiah Jackson,placed on IL with concussion
2024-01-20,LaMelo Ball,placed on IL with sore right ankle
2024-01-21,Jrue Holiday,placed on IL with sprained right elbow
2024-01-21,Taurean Prince,placed on IL with sore left knee
2024-01-21,Tyrese Haliburton,placed on IL with strained left hamstring
2024-01-21,Fred VanVleet,placed on IL with tightness in lower back
2024-01-21,Jabari Smith Jr.,placed on IL with sprained left ankle
2024-01-21,Jeff Green,placed on IL with left calf injury
2024-01-22,Marcus Morris,placed on IL with plantar fasciitis in left foot
2024-01-22,Kristaps Porzingis,placed on IL with right knee inflammation
2024-01-22,Oshae Brissett,placed on IL with strained lower back
2024-01-22,Cody Martin,placed on IL with bruised right knee
2024-01-22,LeBron James,placed on IL with left ankle injury
2024-01-22,Seth Curry,placed on IL with sprained left ankle
2024-01-22,Eric Gordon,placed on IL with sore right wrist
2024-01-22,Olivier Sarr,placed on IL with strained right hip flexor
2024-01-23,Isaiah Hartenstein,placed on IL with sore left ankle
2024-01-24,Luke Kennard,placed on IL with right thigh injury
2024-01-24,Bruno Fernando,placed on IL with lower back spasms
2024-01-24,Aleksandar Vezenkov,placed on IL with sprained right ankle
2024-01-24,Dwight Powell,placed on IL with left eye injury
2024-01-24,Kyrie Irving,placed on IL with sprained right thumb
2024-01-24,Jae'Sean Tate,placed on IL with sprained left wrist
2024-01-24,Tre Jones,placed on IL with sprained left ankle
2024-01-24,Isaiah Livers,placed on IL with sore right hip / right hip inflammation (out for season)
2024-01-25,Day'Ron Sharpe,placed on IL with hyperextended left knee
2024-01-25,Immanuel Quickley,placed on IL with bruised right quadriceps
2024-01-26,Malcolm Brogdon,placed on IL with bruised right knee
2024-01-26,Maximilian Kleber,placed on IL with dislocated toe
2024-01-27,Tyrese Maxey,placed on IL with sprained left ankle
2024-01-27,Khris Middleton,placed on IL with right knee injury
2024-01-27,Kristaps Porzingis,placed on IL with sprained left ankle
2024-01-27,Luke Kennard,placed on IL with sore left knee
2024-01-27,LaMelo Ball,placed on IL with sore right ankle (out for season)
2024-01-27,Cam Reddish,placed on IL with sprained right ankle
2024-01-27,Dante Exum,placed on IL with sore right knee
2024-01-27,Derrick Jones Jr.,placed on IL with sprained left wrist
2024-01-27,Jabari Smith Jr.,placed on IL with sprained left ankle
2024-01-27,Zach Collins,placed on IL with sore right ankle
2024-01-27,Mike Conley Jr.,placed on IL with tightness in left hamstring
2024-01-28,Julius Randle,placed on IL with dislocated right shoulder (out for season)
2024-01-28,Dorian Finney-Smith,placed on IL with sprained left ankle
2024-01-28,Myles Turner,placed on IL with back spasms
2024-01-28,R.J. Barrett,placed on IL with left knee inflammation
2024-01-28,Jusuf Nurkic,placed on IL with sprained left thumb
2024-01-29,Joel Embiid,placed on IL with sore left knee
2024-01-29,Luke Kornet,placed on IL with tightness in left hamstring
2024-01-29,John Konchar,placed on IL with sprained left ankle
2024-01-29,Markelle Fultz,placed on IL with left knee injury
2024-01-30,Nicolas Batum,placed on IL with tightness in left hamstring
2024-01-30,Patrick Williams,placed on IL with sore left foot (out for season)
2024-01-30,Al Horford,placed on IL with strained neck
2024-01-30,Ogugua Anunoby,placed on IL with right elbow inflammation
2024-01-30,Anthony Davis,placed on IL with Achilles injury
2024-01-30,Bennedict Mathurin,placed on IL with toe injury
2024-01-30,Isaiah Stewart,placed on IL with sprained left ankle
2024-01-30,Isaiah Joe,placed on IL with bruised sternum
2024-01-30,Jalen Williams,placed on IL with sprained right ankle
2024-01-31,Joel Embiid,placed on IL with torn meniscus in left knee
2024-01-31,Dalen Terry,placed on IL with sprained right ankle
2024-01-31,Paul George,placed on IL with left groin injury
2024-01-31,Dereck Lively II,placed on IL with nasal fracture
2024-01-31,Luka Doncic,placed on IL with sprained right ankle
2024-01-31,Ben Simmons,placed on IL with bruised left knee
2024-01-31,Nikola Jokic,placed on IL with sore lower back
2024-01-31,Herbert Jones,placed on IL with right adductor injury
2024-01-31,Zion Williamson,placed on IL with bruised left foot
2024-01-31,Keldon Johnson,placed on IL with left elbow injury
2024-01-31,Grayson Allen,placed on IL with sprained right ankle
2024-02-01,Marcus Morris,placed on IL with plantar fasciitis in left foot
2024-02-01,Evan Mobley,placed on IL with left knee injury
2024-02-01,Jake LaRavia,placed on IL with sprained left ankle
2024-02-01,Ziaire Williams,placed on IL with bruised/sore left hand
2024-02-01,Quentin Grimes,placed on IL with sprained right knee
2024-02-01,LeBron James,placed on IL with left ankle injury
2024-02-02,Xavier Tillman,placed on IL with sore left knee
2024-02-02,De'Andre Hunter,placed on IL with right knee injury
2024-02-02,Myles Turner,placed on IL with sprained left ankle
2024-02-02,Larry Nance Jr.,placed on IL with sore left ankle
2024-02-02,Jontay Porter,placed on IL with back spasms
2024-02-02,Marvin Bagley III,placed on IL with bruised lower back
2024-02-03,Andre Jackson Jr.,placed on IL with sprained right wrist
2024-02-03,Zach LaVine,placed on IL with surgery on foot (out for season)
2024-02-03,Jaren Jackson Jr.,placed on IL with sore right hip
2024-02-03,Saddiq Bey,placed on IL with sprained left ankle
2024-02-03,Wesley Matthews,placed on IL with right calf injury
2024-02-03,Kyle Kuzma,placed on IL with sore left shoulder
2024-02-04,Malcolm Brogdon,placed on IL with bruised right knee
2024-02-04,Khris Middleton,placed on IL with right knee injury
2024-02-04,Jaylen Brown,placed on IL with tightness in lower back
2024-02-04,Clint Capela,placed on IL with strained left adductor
2024-02-04,Cody Martin,placed on IL with bruised right knee
2024-02-04,Ben Simmons,placed on IL with lower back injury
2024-02-04,Andrew Wiggins,placed on IL with sprained left ankle
2024-02-05,Ivica Zubac,placed on IL with strained right calf
2024-02-05,Jarred Vanderbilt,placed on IL with foot injury
2024-02-05,R.J. Barrett,placed on IL with left knee injury
2024-02-05,Fred VanVleet,placed on IL with strained left adductor
2024-02-06,Damian Lillard,placed on IL with sprained left ankle
2024-02-06,Cameron Johnson,placed on IL with left adductor injury
2024-02-06,Lonnie Walker IV,placed on IL with tightness in left hamstring
2024-02-06,Davis Bertans,placed on IL with sore right knee
2024-02-07,Khris Middleton,placed on IL with sprained left ankle
2024-02-07,Jrue Holiday,placed on IL with sprained right elbow
2024-02-07,Frank Ntilikina,placed on IL with right hip impingement
2024-02-07,Chris Duarte,placed on IL with sprained right ankle
2024-02-07,Naji Marshall,placed on IL with lower back spasms
2024-02-08,Brice Sensabaugh,placed on IL with sore left hip
2024-02-08,Kentavious Caldwell-Pope,placed on IL with tightness in right hamstring
2024-02-08,Bojan Bogdanovic,placed on IL with sore left calf
2024-02-08,Devin Booker,placed on IL with sore left hip
2024-02-08,Jordan McLaughlin,placed on IL with right hip pointer
2024-02-09,Anfernee Simons,placed on IL with sprained left ankle
2024-02-09,Jaden Springer,placed on IL with right ankle injury
2024-02-09,Isaiah Hartenstein,placed on IL with sore Achilles
2024-02-09,Patrick Baldwin Jr.,placed on IL with sprained right ankle
2024-02-10,Mohamed Bamba,placed on IL with sore right knee
2024-02-10,Duop Reath,placed on IL with right knee tendinitis
2024-02-10,Jalen Smith,placed on IL with lower back spasms
2024-02-10,Dyson Daniels,placed on IL with sore left knee
2024-02-10,Zion Williamson,placed on IL with bruised left foot
2024-02-10,Alperen Sengun,placed on IL with sore lower back
2024-02-10,Cam Whitmore,placed on IL with sprained right ankle
2024-02-11,Aleksandar Vezenkov,placed on IL with sprained right ankle
2024-02-11,Malcolm Brogdon,placed on IL with right elbow tendinitis (out for season)
2024-02-12,Tobias Harris,placed on IL with left hip impingement
2024-02-12,Josh Richardson,placed on IL with dislocated right shoulder (out for season)
2024-02-12,Terry Rozier,placed on IL with sprained right knee
2024-02-12,Otto Porter Jr.,placed on IL with sore left foot
2024-02-12,Cody Zeller,placed on IL with bruised/sore left knee
2024-02-12,Hunter Tyson,placed on IL with fractured left finger
2024-02-13,Kristaps Porzingis,placed on IL with bruised lower back
2024-02-13,Kawhi Leonard,placed on IL with strained left adductor
2024-02-13,Scotty Pippen Jr.,placed on IL with sore lower back
2024-02-13,Max Christie,placed on IL with sprained right ankle
2024-02-13,Jamal Murray,placed on IL with tibia injury
2024-02-13,Kentavious Caldwell-Pope,placed on IL with tightness in right hamstring
2024-02-13,Wendell Moore Jr.,placed on IL with sore left knee
2024-02-14,Al Horford,placed on IL with sprained left toe
2024-02-14,Jaylen Brown,placed on IL with bruised right shoulder
2024-02-14,LeBron James,placed on IL with left ankle injury
2024-02-14,Gary Harris,placed on IL with right calf injury
2024-02-14,Jalen Suggs,placed on IL with right groin injury
2024-02-14,Markelle Fultz,placed on IL with left knee injury
2024-02-14,Maximilian Kleber,placed on IL with various injuries
2024-02-14,Ben Simmons,placed on IL with left knee injury
2024-02-14,Julian Strawther,placed on IL with sprained left ankle
2024-02-14,Reggie Bullock,placed on IL with sore lower back
2024-02-14,Bradley Beal,placed on IL with left hamstring injury
2024-02-15,Rayan Rupert,placed on IL with sprained right ankle
2024-02-15,Jaren Jackson Jr.,placed on IL with right quadriceps tendon injury
2024-02-15,John Konchar,placed on IL with bruised left quadriceps
2024-02-21,Christian Wood,placed on IL with left knee injury
2024-02-21,Aaron Nesmith,placed on IL with lower leg injury
2024-02-22,Sterling Henderson,placed on IL with strained left adductor
2024-02-23,Patrick Williams,placed on IL with sore left foot
2024-02-23,Orlando Robinson,placed on IL with back injury
2024-02-23,Jamal Murray,placed on IL with tibia injury
2024-02-23,R.J. Barrett,placed on IL with left knee injury
2024-02-23,Jusuf Nurkic,placed on IL with sprained right ankle
2024-02-24,Trae Young,placed on IL with left finger injury
2024-02-24,C.J. McCollum,placed on IL with sprained left ankle
2024-02-24,Marcus Sasser,placed on IL with sore right knee
2024-02-24,Rudy Gobert,placed on IL with sprained left ankle
2024-02-25,Kenyon Martin Jr.,placed on IL with right ankle injury
2024-02-25,Paul George,placed on IL with sore left knee
2024-02-25,Colin Castleton,placed on IL with fractured right wrist
2024-02-25,Gary Harris,placed on IL with right calf injury
2024-02-25,Eric Gordon,placed on IL with left groin injury
2024-02-25,Deni Avdija,placed on IL with bruised left heel
2024-02-25,Gui Santos,placed on IL with sore right knee
2024-02-26,Tyler Herro,placed on IL with hyperextended left hnee / various injuries
2024-02-26,Bilal Coulibaly,placed on IL with bruised pelvis
2024-02-27,Torrey Craig,placed on IL with sprained right knee
2024-02-27,Jonathan Isaac,placed on IL with strained left knee
2024-02-27,Ben Simmons,placed on IL with lower back injury
2024-02-27,Cameron Thomas,placed on IL with sprained right ankle
2024-02-27,Doug McDermott,placed on IL with strained right calf
2024-02-28,Alex Caruso,placed on IL with strained right hamstring
2024-02-28,Kevin Love,placed on IL with bruised right heel
2024-02-28,De'Aaron Fox,placed on IL with bruised left knee
2024-02-28,Maximilian Kleber,placed on IL with various injuries
2024-02-28,Kyle Anderson,placed on IL with sprained left knee
2024-02-29,De'Anthony Melton,placed on IL with back injury
2024-02-29,Derrick Rose,placed on IL with sore lower back (out for season)
2024-02-29,Jaren Jackson Jr.,placed on IL with right quadriceps tendon injury
2024-02-29,Walker Kessler,placed on IL with sprained right foot
2024-02-29,Nassir Little,placed on IL with left knee inflammation
2024-03-01,Deandre Ayton,placed on IL with sprained right hand
2024-03-01,Donovan Mitchell,placed on IL with bruised/sore left knee
2024-03-01,Scottie Barnes,placed on IL with fractured hand (out for season)
2024-03-01,Jaylin Williams (Michael),placed on IL with sprained right knee
2024-03-01,Brandin Podziemski,placed on IL with sore right knee
2024-03-02,Russell Westbrook,placed on IL with fractured left hand
2024-03-02,Cody Martin,placed on IL with sprained left ankle (out for season)
2024-03-02,Seth Curry,placed on IL with sprained right ankle (out for season)
2024-03-02,Julian Champagnie,placed on IL with sprained right ankle
2024-03-03,Caris LeVert,placed on IL with sprained right elbow
2024-03-03,Kristaps Porzingis,placed on IL with quadriceps injury
2024-03-03,Neemias Queta,placed on IL with sore right knee
2024-03-03,Lauri Markkanen,placed on IL with bruised right quadriceps
2024-03-03,Bruce Brown,placed on IL with right knee inflammation
2024-03-03,Devin Booker,placed on IL with sprained right ankle
2024-03-04,Jerami Grant,placed on IL with right quadriceps injury
2024-03-04,Matisse Thybulle,placed on IL with sore left hip
2024-03-04,Chris Livingston,placed on IL with strained right groin
2024-03-04,Giannis Antetokounmpo,placed on IL with left Achilles injury
2024-03-04,MarJon Beauchamp,placed on IL with left foot injury
2024-03-04,Max Strus,placed on IL with strained ligament in right knee
2024-03-04,Jakob Poeltl,placed on IL with dislocated left finger (out for season)
2024-03-05,Tyrese Maxey,placed on IL with concussion
2024-03-05,Onyeka Okongwu,placed on IL with sprained toe
2024-03-05,Taylor Hendricks,placed on IL with sprained left toe
2024-03-05,Markelle Fultz,placed on IL with left knee injury
2024-03-05,Day'Ron Sharpe,placed on IL with bruised wrist
2024-03-05,Josh Okogie,placed on IL with strained abdominal / right hip injury
2024-03-05,Marvin Bagley III,placed on IL with lower back spasms
2024-03-06,Evan Mobley,placed on IL with sprained left ankle
2024-03-06,Jonathan Isaac,placed on IL with left knee injury
2024-03-06,Cameron Johnson,placed on IL with sprained right ankle
2024-03-06,Bennedict Mathurin,placed on IL with sprained right shoulder (out for season)
2024-03-06,Jeff Green,placed on IL with left knee injury
2024-03-06,Victor Wembanyama,placed on IL with sprained right ankle
2024-03-07,Jalen Johnson,placed on IL with sprained right ankle
2024-03-07,Ben Simmons,placed on IL with lower back injury (out for season)
2024-03-07,Quentin Grimes,placed on IL with sore right knee
2024-03-07,D.J. Carton,placed on IL with sprained right ankle (out for season)
2024-03-07,Karl-Anthony Towns,placed on IL with torn meniscus in left knee
2024-03-08,Jabari Walker,placed on IL with bruised right hip
2024-03-08,Jerami Grant,placed on IL with right hamstring injury
2024-03-08,Yuta Watanabe,placed on IL with sprained right wrist (out for season)
2024-03-08,LeBron James,placed on IL with left ankle injury
2024-03-08,Jalen Suggs,placed on IL with bruised right thigh
2024-03-08,Cedi Osman,placed on IL with sprained left ankle
2024-03-08,Monte Morris,placed on IL with left hamstring injury
2024-03-08,Landry Shamet,placed on IL with calf injury
2024-03-09,Kristaps Porzingis,placed on IL with tightness in right hamstring
2024-03-09,Bryce McGowens,placed on IL with strained right knee
2024-03-09,Tre Mann,placed on IL with strained left groin
2024-03-09,Stephen Curry,placed on IL with sprained right ankle
2024-03-10,Kawhi Leonard,placed on IL with left groin injury
2024-03-10,Paul George,placed on IL with sore left knee
2024-03-10,Jordan Goodwin,placed on IL with sore Achilles
2024-03-10,Cam Reddish,placed on IL with sprained right ankle
2024-03-10,Markelle Fultz,placed on IL with strained left knee
2024-03-10,Eric Gordon,placed on IL with bruised left knee
2024-03-11,Jrue Holiday,placed on IL with left anle/knee injury
2024-03-11,Jaren Jackson Jr.,placed on IL with right quadriceps tendinitis
2024-03-11,Saddiq Bey,placed on IL with torn ACL in left knee (out for season)
2024-03-11,Chris Boucher,placed on IL with torn MCL in right knee (out for season)
2024-03-11,Immanuel Quickley,placed on IL with strained hip flexor
2024-03-11,Alperen Sengun,placed on IL with sprained right ankle (out for season)
2024-03-11,Landry Shamet,placed on IL with sore left calf (out for season)
2024-03-12,MarJon Beauchamp,placed on IL with back spasms
2024-03-12,Al Horford,placed on IL with sprained left big toe
2024-03-12,Jaylen Brown,placed on IL with strained lower back
2024-03-12,Keegan Murray,placed on IL with sprained left ankle
2024-03-12,Brandon Williams (b. 1975-02-27),placed on IL with sprained left wrist
2024-03-12,Cam Whitmore,placed on IL with sprained right knee
2024-03-12,Jalen Williams,placed on IL with sprained right ankle
2024-03-13,Jerami Grant,placed on IL with strained right hamstring (out for season)
2024-03-13,Santi Aldama,placed on IL with sore left elbow
2024-03-13,Kobe Bufkin,placed on IL with toe injury
2024-03-13,Kevin Huerter,placed on IL with bruised leg
2024-03-13,Trey Lyles,placed on IL with sprained left knee
2024-03-13,Draymond Green,placed on IL with sore lower back
2024-03-14,Anfernee Simons,placed on IL with left knee tendinitis
2024-03-14,Malik Beasley,placed on IL with back spasms
2024-03-14,Coby White,placed on IL with sore right hip
2024-03-14,Julian Phillips,placed on IL with sprained right foot (out for season)
2024-03-14,James Harden,placed on IL with strained left shoulder
2024-03-14,Luka Doncic,placed on IL with left hamstring injury
2024-03-14,Richaun Holmes,placed on IL with sprained left big toe
2024-03-15,Jordan Clarkson,placed on IL with strained right groin
2024-03-15,Mouhamed Gueye,placed on IL with sprained UCL in elbow
2024-03-16,Tobias Harris,placed on IL with sprained right ankle
2024-03-16,Matisse Thybulle,placed on IL with sore right ankle
2024-03-16,Derrick White,placed on IL with sprained left hand
2024-03-16,Scotty Pippen Jr.,placed on IL with left shin injury
2024-03-16,Josh Green,placed on IL with sprained right ankle
2024-03-16,Quentin Grimes,placed on IL with bruised/sore right knee (out for season)
2024-03-16,Rudy Gobert,placed on IL with rib injury
